category,danger,latitude,longitude,name_en,states_name_en,unique_number,score
Cultural,0,1179.3381281199586,-5750.586405706222,Historic Monuments Zone of QuerÃ©taro,Mexico,936,1.0
Cultural,0,1166.6375640431972,-5143.4580425110325,Pre-Hispanic Town of Uxmal,Mexico,935,1.0
Cultural,0,1584.5468680708188,-6469.61654203495,Rock Paintings of the Sierra de San Francisco,Mexico,845,1.0
Cultural,0,1195.3650310771154,-5946.0764203955005,Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico,1386,1.0
Cultural,0,2055.2763874788106,831.2122187502953,?al Saflieni Hypogeum,Malta,142,1.0
Cultural,0,3000.2934942025568,280.04903786577233,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,Netherlands,1666,1.0
Cultural,0,3010.8295514989013,281.38593938010484,Droogmakerij de Beemster (Beemster Polder),Netherlands,1051,1.0
Cultural,0,-774.7661356473919,-4124.341004297445,City of Cuzco,Peru,304,1.0
Cultural,0,-690.4937842661651,-4414.242178773172,Historic Centre of Lima,Peru,583,1.0
Cultural,0,-624.0465318652316,-4441.648405326325,Sacred City of Caral-Supe,Peru,1615,1.0
Cultural,0,-939.65078401455,-4098.558094311504,Historical Centre of the City of Arequipa,Peru,1186,1.0
Cultural,0,-843.727908827133,-4305.6981892746135,Lines and Geoglyphs of Nasca and Palpa,Peru,828,1.0
Cultural,0,970.2404277387897,6940.619935269014,Rice Terraces of the Philippine Cordilleras,Philippines,853,1.0
Cultural,0,835.9454230958711,6931.070447697568,Baroque Churches of the Philippines,Philippines,1955,1.0
Cultural,0,1006.973324942422,6897.695656131197,Historic City of Vigan,Philippines,586,1.0
Cultural,0,3096.359418043809,1090.5296698746808,Castle of the Teutonic Order in Malbork,Poland,998,1.0
Cultural,0,2850.465030775845,1216.580384803462,Wooden Churches of Southern Ma?opolska,Poland,1489,1.0
Cultural,0,2920.2496986720757,1231.991358136583,Krzemionki Prehistoric Striped Flint Mining Region,Poland,2302,1.0
Cultural,0,2928.2123796299065,978.4408225145293,Centennial Hall in Wroc?aw,Poland,1343,1.0
Cultural,0,2925.1946428825377,927.9592616403716,Churches of Peace in Jawor and ?widnica,Poland,1228,1.0
Cultural,0,2890.1536580883417,1080.0957903077215,Tarnowskie GÃ³ry Lead-Silver-Zinc Mine and its Underground Water Management System,Poland,2165,1.0
Cultural,0,2905.851141957757,1333.0819943236472,Old City of Zamo??,Poland,666,1.0
Cultural,0,2868.3062998970836,1142.3186885464963,Historic Centre of KrakÃ³w,Poland,1739,1.0
Cultural,0,3037.249271988493,1066.8153288970657,Medieval Town of Toru?,Poland,984,1.0
Cultural,0,2994.643557384771,1203.8800115216466,Historic Centre of Warsaw,Poland,2068,1.0
Cultural,0,2857.149538576692,1126.8169972816052,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,Poland,1058,1.0
Cultural,0,2863.5953135828368,1149.5761539533967,Wieliczka and Bochnia Royal Salt Mines,Poland,1854,1.0
Cultural,0,2867.0171448580395,1098.6465721633535,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,Poland,34,1.0
Cultural,0,2838.082776203933,1205.0575671133215,Wooden <em>Tserkvas</em> of the Carpathian Region in Poland and Ukraine,Poland,1894,1.0
Cultural,0,2266.048079742405,-514.3253050817007,Monastery of AlcobaÃ§a,Portugal,589,1.0
Cultural,0,2303.737880125247,-482.7613466268412,University of Coimbra Â Alta and Sofia,Portugal,1899,1.0
Cultural,0,2216.884863173411,-528.0281637100495,Monastery of the Hieronymites and Tower of BelÃ©m in Lisbon,Portugal,1630,1.0
Cultural,0,2214.7683570781974,-1559.5911183461008,Central Zone of the Town of Angra do Heroismo in the Azores,Portugal,227,1.0
Cultural,0,2272.2234188583257,-505.74640801520684,Monastery of Batalha,Portugal,294,1.0
Cultural,1,-464.0958140559668,-4531.141038840329,Chan Chan Archaeological Zone,Peru,419,3.0
Cultural,0,693.3900859205513,-3947.8064050818907,"Historic Area of Willemstad, Inner City and Harbour, CuraÃ§ao",Netherlands,967,1.0
Cultural,0,-549.6253806230922,-4421.999655051375,Chavin (Archaeological Site),Peru,375,1.0
Cultural,0,-331.38223658895,8269.598533186616,Kuk Early Agricultural Site,Papua New Guinea,1546,1.0
Cultural,0,712.4730182451787,-4977.745915638974,LeÃ³n Cathedral,Nicaragua,1789,1.0
Cultural,0,710.3083836951744,-4962.403506446324,Ruins of LeÃ³n Viejo,Nicaragua,728,1.0
Cultural,0,972.5162797623897,457.87285578171026,Historic Centre of Agadez,Niger,1905,1.0
Cultural,0,615.3887576070315,777.6148818047826,Sukur Cultural Landscape,Nigeria,1093,1.0
Cultural,0,444.36085576048083,260.8229934150436,Osun-Osogbo Sacred Grove,Nigeria,1298,1.0
Cultural,0,4007.8397769401095,1328.3069640590268,Rock Art of Alta,Norway,403,1.0
Cultural,0,3430.7916997711877,492.37764744276,Rjukan-Notodden Industrial Heritage Site,Norway,2047,1.0
Cultural,0,3512.2312841519465,420.168858776672,Urnes Stave Church,Norway,62,1.0
Cultural,0,3759.558256702683,673.2254092787173,VegaÃ¸yan Â The Vega Archipelago,Norway,2254,1.0
Cultural,0,3460.5058003231256,304.988872094908,Bryggen,Norway,63,1.0
Cultural,0,3585.2197410545264,652.3442807476072,RÃ¸ros Mining Town and the Circumference,Norway,1667,1.0
Cultural,0,1300.3404484435773,3402.1151621248896,Ancient City of Qalhat,Oman,2217,1.0
Cultural,0,1045.838771059531,3073.78048804824,Land of Frankincense,Oman,1180,1.0
Cultural,0,1317.739266824293,3296.5731531603833,<i>Aflaj</i> Irrigation Systems of Oman,Oman,1384,1.0
Cultural,0,1315.7500210209398,3283.1117644148762,Bahla Fort,Oman,502,1.0
Cultural,0,1333.2647678602941,3251.249008469857,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,503,1.0
Cultural,0,1419.025472798325,3890.38342893829,"Historical Monuments at Makli, Thatta",Pakistan,158,1.0
Cultural,0,1809.9895904399038,4257.6334599955135,Fort and Shalamar Gardens in Lahore,Pakistan,189,1.0
Cultural,0,1888.6121321999758,4216.332752454154,Rohtas Fort,Pakistan,693,1.0
Cultural,0,1966.4388991809271,4122.192603360649,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Pakistan,154,1.0
Cultural,0,1565.8459078005985,3904.070754107855,Archaeological Ruins at Moenjodaro,Pakistan,151,1.0
Cultural,0,1935.4036856599791,4176.146129259788,Taxila,Pakistan,153,1.0
Cultural,0,1816.5256063618078,2017.241157206846,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",Palestine,1922,1.0
Cultural,1,1806.201702668903,2011.59115672772,Hebron/Al-Khalil Old Town,Palestine,2230,3.0
Cultural,1,1817.4062106593885,2012.8325652857468,"Palestine: Land of Olives and Vines Â Cultural Landscape of Southern Jerusalem, Battir",Palestine,2012,3.0
Cultural,1,547.397511276631,-4563.943063406514,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,Panama,148,3.0
Cultural,0,512.8608886129573,-4557.338133713834,Archaeological Site of PanamÃ¡ Viejo and Historic District of PanamÃ¡,Panama,934,1.0
Cultural,0,-1554.625293135702,-3191.374918878685,Jesuit Missions of La SantÃ­sima Trinidad de ParanÃ¡ and JesÃºs de Tavarangue,Paraguay,768,1.0
Cultural,1,961.0412081751148,-171.8555075251638,Timbuktu,Mali,131,3.0
Cultural,1,933.3367891122084,-2.5530999351029493,Tomb of Askia,Mali,1320,3.0
Cultural,1,796.7774552629329,-260.98227568208995,Old Towns of DjennÃ©,Mali,127,3.0
Cultural,0,2605.003545207739,525.4309460247215,Church and Dominican Convent of Santa Maria delle Grazie with ÂThe Last SupperÂ by Leonardo da Vinci,Italy,100,1.0
Cultural,0,2641.001210174512,769.6573893006431,Longobards in Italy. Places of the Power (568-774 A.D.),Italy,1780,1.0
Cultural,0,2353.985960703619,932.2564451038527,Castel del Monte,Italy,459,1.0
Cultural,0,2274.9766718588753,515.1686353005222,Su Nuraxi di Barumini,Italy,982,1.0
Cultural,0,2330.012451434701,951.6988133339306,The Sassi and the Park of the Rupestrian Churches of Matera,Italy,793,1.0
Cultural,0,2123.3495031183043,876.2277938403388,Syracuse and the Rocky Necropolis of Pantalica,Italy,1377,1.0
Cultural,0,2481.9735909715178,649.2566750400638,Historic Centre of Siena,Italy,848,1.0
Cultural,0,2612.305382947201,546.5060526030185,Crespi d'Adda,Italy,862,1.0
Cultural,0,2569.015429539462,665.7451266987504,"Ferrara, City of the Renaissance, and its Po Delta",Italy,867,1.0
Cultural,0,2609.7750105289583,661.7344221328344,City of Vicenza and the Palladian Villas of the Veneto,Italy,843,1.0
Cultural,0,2336.66512799228,987.6039137202292,The <I>Trulli</I> of Alberobello,Italy,930,1.0
Cultural,0,2545.102399403567,698.7936508864302,Early Christian Monuments of Ravenna,Italy,931,1.0
Cultural,0,2468.127110731537,669.1351271775936,Historic Centre of the City of Pienza,Italy,932,1.0
Cultural,0,2634.147998577713,525.376833369535,<I>Sacri Monti</I> of Piedmont and Lombardy,Italy,1245,1.0
Cultural,0,2555.8851466064198,456.2813063495182,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Italy,1971,1.0
Cultural,0,2587.4455718196327,618.4761088525587,Mantua and Sabbioneta,Italy,1518,1.0
Cultural,0,2340.612170644621,817.1969709269698,Historic Centre of Naples,Italy,1867,1.0
Cultural,0,2404.35531702968,733.1711185942797,"Villa d'Este, Tivoli",Italy,1197,1.0
Cultural,0,2467.538237887731,661.7662533761007,Val d'Orcia,Italy,1199,1.0
Cultural,0,2622.332335156937,765.901332641128,Archaeological Area and the Patriarchal Basilica of Aquileia,Italy,2319,1.0
Cultural,0,2582.4657409767888,440.3593185192871,Residences of the Royal House of Savoy,Italy,1736,1.0
Cultural,0,2603.1939536957707,706.9694400584129,Venice and its Lagoon,Italy,454,1.0
Cultural,0,2113.8243341675147,863.3853270253309,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Italy,1196,1.0
Cultural,0,2508.011594372924,644.9275967350011,Historic Centre of Florence,Italy,2127,1.0
Cultural,0,2512.8655654905897,647.6810409143782,Medici Villas and Gardens in Tuscany,Italy,1891,1.0
Cultural,0,2406.8142605184776,693.3871575332605,Etruscan Necropolises of Cerveteri and Tarquinia,Italy,1338,1.0
Cultural,0,2467.5095899979747,723.212793550372,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,1154,1.0
Cultural,0,2353.3284595480686,820.8416826584274,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Italy,646,1.0
Cultural,0,2603.4406435392525,629.9034338327652,City of Verona,Italy,942,1.0
Cultural,0,2618.6081096776625,553.6841315217581,Venetian Works of Defence between the 16th and 17th Centuries: <em>Stato da Terra</em> Â Western <em>Stato da Mar</em>,Italy,2162,1.0
Cultural,0,2490.536381621433,632.6410897762157,Historic Centre of San Gimignano,Italy,647,1.0
Cultural,0,1668.2714717999008,3344.1636642488147,Bam and its Cultural Landscape,Iran (Islamic Republic of),1564,1.0
Cultural,0,1838.2376828520746,2780.755165510609,Tchogha Zanbil,Iran (Islamic Republic of),122,1.0
Cultural,0,2191.4839889032164,2766.892770158928,Sheikh Safi al-din Kh?neg?h and Shrine Ensemble in Ardabil,Iran (Islamic Republic of),1680,1.0
Cultural,0,1706.1239603687534,2954.769132590437,Sassanid Archaeological Landscape of Fars Region,Iran (Islamic Republic of),2233,1.0
Cultural,0,1844.3193115349552,2764.8715023803875,Susa,Iran (Islamic Republic of),1999,1.0
Cultural,0,1728.5022594520758,3172.7856215280985,Cultural Landscape of Maymand,Iran (Islamic Republic of),2073,1.0
Cultural,0,1827.8149439395086,3115.123785645268,Historic City of Yazd,Iran (Islamic Republic of),2148,1.0
Cultural,0,1864.5175062078047,2545.1262724521343,Babylon,Iraq,2293,1.0
Cultural,1,2031.517355604099,2478.679083712541,Ashur (Qal'at Sherqat),Iraq,1310,3.0
Cultural,1,2039.0456390583445,2447.58001684709,Hatra,Iraq,309,3.0
Cultural,1,1967.5937594674301,2510.904060389998,Samarra Archaeological City,Iraq,1456,3.0
Cultural,0,2073.597922555049,2521.539509889736,Erbil Citadel,Iraq,1980,1.0
Cultural,0,2966.3136592045275,-603.8178749343646,Sceilg MhichÃ­l,Ireland,892,1.0
Cultural,0,3076.306086009177,-369.55777785938096,BrÃº na BÃ³inne - Archaeological Ensemble of the Bend of the Boyne,Ireland,780,1.0
Cultural,0,1749.8767046447933,2014.5671631769699,Incense Route - Desert Cities in the Negev,Israel,1286,1.0
Cultural,0,1794.1313917829034,2025.5633691811208,Masada,Israel,1214,1.0
Cultural,0,1886.6545262089599,2010.1587623029181,Old City of Acre,Israel,1217,1.0
Cultural,0,1837.2846632438254,1992.938197205728,White City of Tel-Aviv Â the Modern Movement,Israel,1274,1.0
Cultural,0,1873.6993140309921,2012.6256638546347,Necropolis of Bet SheÂarim: A Landmark of Jewish Renewal,Israel,2032,1.0
Cultural,0,1871.8531166924,2003.362846170506,Sites of Human Evolution at Mount Carmel: The Nahal MeÂarot / Wadi el-Mughara Caves,Israel,1818,1.0
Cultural,0,1867.6831298594373,2015.7927199007554,"Biblical Tels - Megiddo, Hazor, Beer Sheba",Israel,1287,1.0
Cultural,0,1880.9858729627629,2003.7278839416156,BahÃ¡Âi Holy Places in Haifa and the Western Galilee,Israel,1581,1.0
Cultural,0,1810.5466326134012,1999.3680571001723,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,1969,1.0
Cultural,0,2632.914547515376,700.5045665240315,Le Colline del Prosecco di Conegliano e Valdobbiadene,Italy,2327,1.0
Cultural,0,2604.52289721594,450.87003828694014,"Ivrea, industrial city of the 20th century",Italy,2163,1.0
Cultural,0,2183.589903724585,765.0737269395964,Arab-Norman Palermo and the Cathedral Churches of CefalÃº and Monreale,Italy,2048,1.0
Cultural,0,2544.632892129186,511.7149730284253,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,1388,1.0
Cultural,0,2400.1329360711416,715.7563849758124,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",Italy,2114,1.0
Cultural,0,2403.2237253842964,731.7801042643324,Villa Adriana (Tivoli),Italy,1060,1.0
Cultural,0,2505.146551004008,595.6692055736987,"Piazza del Duomo, Pisa",Italy,1558,1.0
Cultural,0,2527.1415092367515,557.4403791652952,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,975,1.0
Cultural,0,2480.509365813383,3911.8375150124293,Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,1281,1.0
Cultural,0,-51.06990870527712,1966.741058214472,Thimlich Ohinga Archaeological Site,Kenya,2312,1.0
Cultural,0,-225.28382194403136,2268.690051797095,Sacred Mijikenda Kaya Forests,Kenya,1589,1.0
Cultural,0,-130.8890251733099,2340.6758325581955,Lamu Old Town,Kenya,1229,1.0
Cultural,0,-232.7800197674794,2273.464700087941,"Fort Jesus, Mombasa",Kenya,1847,1.0
Cultural,0,2322.261605641827,4170.145987906497,Sulaiman-Too Sacred Mountain,Kyrgyzstan,1699,1.0
Cultural,0,1139.5494561999478,5851.808756616876,Town of Luang Prabang,Lao People's Democratic Republic,1954,1.0
Cultural,0,850.7468328015076,6063.166712027572,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Lao People's Democratic Republic,560,1.0
Cultural,0,1113.3174748201109,5910.186980727642,Megalithic Jar Sites in Xiengkhuang Â Plain of Jars,Lao People's Democratic Republic,2282,1.0
Cultural,0,3263.233566670608,1381.783406909767,Historic Centre of Riga,Latvia,1003,1.0
Cultural,0,1948.4615846059567,2074.390259524375,Baalbek,Lebanon,330,1.0
Cultural,0,1932.3477195756973,2058.6213150867843,Anjar,Lebanon,329,1.0
Cultural,0,1954.884441489373,2042.4513001926025,Byblos,Lebanon,331,1.0
Cultural,0,1961.9982854737173,2065.449253131358,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Lebanon,1001,1.0
Cultural,0,1906.341738212504,2016.4928743264047,Tyre,Lebanon,335,1.0
Cultural,1,1879.6040897449288,715.3378072208328,Archaeological Site of Sabratha,Libya,204,3.0
Cultural,1,1880.7339625169275,1252.390056204193,Archaeological Site of Cyrene,Libya,211,3.0
Cultural,1,1422.8450002556124,592.0561973159189,Rock-Art Sites of Tadrart Acacus,Libya,321,3.0
Cultural,1,1726.5128224698947,544.309905374282,Old Town of GhadamÃ¨s,Libya,415,3.0
Cultural,1,1870.03855935522,818.9320143272565,Archaeological Site of Leptis Magna,Libya,203,3.0
Cultural,0,3133.315386624693,1449.1855889711621,Vilnius Historic Centre,Lithuania,1929,1.0
Cultural,0,3144.8380136459386,1422.6860365531006,Kernav?  Archaeological Site (Cultural Reserve of Kernav?),Lithuania,1317,1.0
Cultural,0,2842.4436216440145,351.41392336097323,City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,827,1.0
Cultural,0,-1074.8212681684286,2725.1465559092417,Royal Hill of Ambohimanga,Madagascar,1111,1.0
Cultural,0,-818.9476751717468,1964.0515752217148,Chongoni Rock-Art Area,Malawi,1450,1.0
Cultural,0,290.3697584572693,5785.288229279508,Archaeological Heritage of the Lenggong Valley,Malaysia,1820,1.0
Cultural,0,310.6227024330888,5749.3927417212635,"Melaka and George Town, Historic Cities of the Straits of Malacca",Malaysia,1871,1.0
Cultural,0,2509.7461284137303,4327.836705520674,Petroglyphs within the Archaeological Landscape of Tamgaly,Kazakhstan,1326,1.0
Cultural,0,1824.1384647521759,2037.0241166344422,Baptism Site ÂBethany Beyond the JordanÂ (Al-Maghtas),Jordan,2019,1.0
Cultural,0,1822.1169423282734,2096.2136489831128,Quseir Amra,Jordan,372,1.0
Cultural,0,1804.9127386138807,2058.096485746444,Um er-Rasas (Kastrom Mefa'a),Jordan,1271,1.0
Cultural,0,2558.0411231281564,625.9953523104932,"Cathedral, Torre Civica and Piazza Grande, Modena",Italy,976,1.0
Cultural,0,2505.2579592095244,723.8364901960083,Historic Centre of Urbino,Italy,977,1.0
Cultural,0,2334.8030151581047,829.8338730901564,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,978,1.0
Cultural,0,2136.543702421207,778.8406293235132,Archaeological Area of Agrigento,Italy,980,1.0
Cultural,0,2601.177460248486,680.7120579927459,"Botanical Garden (Orto Botanico), Padua",Italy,973,1.0
Cultural,0,2140.9203998215808,821.2874438230392,Villa Romana del Casale,Italy,981,1.0
Cultural,0,2308.0649845276803,874.7155674240428,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Italy,993,1.0
Cultural,0,2329.0734372067964,836.5183808910019,Costiera Amalfitana,Italy,979,1.0
Cultural,0,1938.7141080306567,7779.414041496919,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,Japan,2183,1.0
Cultural,0,1970.0198854004943,7588.825996507751,Hiroshima Peace Memorial (Genbaku Dome),Japan,917,1.0
Cultural,0,2105.4766576569928,7999.095611356521,Shrines and Temples of Nikko,Japan,1066,1.0
Cultural,0,1986.7629858593962,7783.0268555220055,Historic Monuments of Ancient Nara,Japan,1021,1.0
Cultural,0,1964.9253360540945,7581.643334562636,Itsukushima Shinto Shrine,Japan,918,1.0
Cultural,0,2269.183304797362,-482.28722405137046,Convent of Christ in Tomar,Portugal,295,1.0
Cultural,0,2004.2381986108855,7779.016150956091,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",Japan,814,1.0
Cultural,0,1501.6428035026795,7315.684284446682,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Japan,1136,1.0
Cultural,0,2085.5663742761967,7842.83728377256,Historic Villages of Shirakawa-go and Gokayama,Japan,868,1.0
Cultural,0,1972.7255196265887,7529.365709767348,"Sites of JapanÂs Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Japan,2045,1.0
Cultural,0,1980.2694639253248,7769.848828777928,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Japan,2284,1.0
Cultural,0,1983.3889010021853,7776.947137332513,Buddhist Monuments in the Horyu-ji Area,Japan,781,1.0
Cultural,0,2234.599062986811,8084.880123137846,"Hiraizumi Â Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Japan,1771,1.0
Cultural,0,2026.0265100636086,7948.500252401127,"Fujisan, sacred place and source of artistic inspiration",Japan,1883,1.0
Cultural,0,1879.4288919823007,7385.648796157276,Hidden Christian Sites in the Nagasaki Region,Japan,2216,1.0
Cultural,0,1995.8029861813816,7717.741500412188,Himeji-jo,Japan,782,1.0
Cultural,0,1962.0939694255042,7454.499224540741,Sacred Island of Okinoshima and Associated Sites in the Munakata Region ,Japan,2149,1.0
Cultural,0,2077.2744017423825,7957.683492618804,Tomioka Silk Mill and Related Sites,Japan,1992,1.0
Cultural,1,1821.0508586664805,2017.766368710035,Old City of Jerusalem and its Walls,Jerusalem (Site proposed by Jordan),165,3.0
Cultural,0,1737.8130782683138,2030.7532208894158,Petra,Jordan,370,1.0
Cultural,0,2011.813973642956,7587.966559815058,Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,1737,1.0
Cultural,0,2134.7277446491253,3160.9508599572387,Gonbad-e Q?bus,Iran (Islamic Republic of),1822,1.0
